Iconuc,Tabarnuc,NucPlusUltra,Gazby,Pégaz,Samagaz,Omaïgaz,Gastafiore,Igaznodon,Coron,Mockingjay,Lantier,Tacotac,TicEtTac,Cogén,Hydro,STEP turbinage,Puissance résiduelle,STEP pompage,Conso,Conso nette,Puissance excès,Stock d'eau de notre modèle
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 385.0 ,0.0,1838, -0.0,7123,5285.0,0.0 ,64.33562504761929
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 958.0 ,0.0,1755, -0.0,7613,5858.0,0.0 ,64.35155957142881
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1490.0 ,0.0,1893, -0.0,8283,6390.0,0.0 ,64.32656552380976
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1596.0 ,0.0,2441, -0.0,8937,6496.0,0.0 ,64.26357147619072
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1546.0 ,0.0,2948, -0.0,9394,6446.0,0.0 ,64.19300600000024
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1423.0 ,0.0,3326, -0.0,9649,6323.0,0.0 ,64.1260119523812
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1185.0 ,0.0,3780, -0.0,9865,6085.0,0.0 ,64.06780361904787
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1127.0 ,0.0,3938, -0.0,9965,6027.0,0.0 ,64.02659528571454
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 919.0 ,-0.0,4033, -0.0,9852,5819.0,0.0 ,63.98952980952406
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 806.0 ,0.0,4121, -0.0,9827,5706.0,0.0 ,63.96732147619073
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 544.0 ,0.0,4155, -0.0,9599,5444.0,0.0 ,63.953184571428835
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 518.0 ,0.0,3999, -0.0,9417,5418.0,0.0 ,63.95776195238122
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 748.0 ,0.0,3633, -0.0,9281,5648.0,0.0 ,63.964196476190736
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1480.0 ,0.0,2979, -0.0,9359,6380.0,0.0 ,63.95420242857169
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1812.0 ,-0.0,2512, -0.0,9224,6712.0,0.0 ,63.891922666666936
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1652.0 ,0.0,2149, -0.0,8701,6552.0,0.0 ,63.80592861904789
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1399.0 ,0.0,2156, -0.0,8455,6299.0,0.0 ,63.731363142857425
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1827.0 ,0.0,2136, -0.0,8863,6727.0,0.0 ,63.674869095238364
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1840.0 ,0.0,2080, -0.0,8820,6740.0,0.0 ,63.58780361904789
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1009.0 ,0.0,2125, -0.0,8034,5909.0,0.0 ,63.49980957142884
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 919.0 ,0.0,1823, -0.0,7642,5819.0,0.0 ,63.471172666666945
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 643.0 ,0.0,1790, -0.0,7333,5543.0,0.0 ,63.4489643333336
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 349.0 ,0.0,1740, -0.0,6989,5249.0,0.0 ,63.44647028571456
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 151.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 207.0 ,0.0,1663, -0.0,6921,5258.0,0.0 ,63.46497623809552
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 320.0 ,0.0,1684, -0.0,7206,5522.0,0.0 ,63.49362504761933
900.0 , 900.0 , 1300.0 , 135.0 , 257.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,1535, -0.0,7687,6152.0,0.0 ,63.51420242857171
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1212.0 ,0.0,1682, -0.0,8368,6686.0,0.0 ,63.55763695238124
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1481.0 ,0.0,2070, -0.0,9025,6955.0,0.0 ,63.514500047619336
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1325.0 ,0.0,2700, -0.0,9499,6799.0,0.0 ,63.45214885714315
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1147.0 ,0.0,3158, -0.0,9779,6621.0,0.0 ,63.40094052380982
900.0 , 900.0 , 1300.0 , 135.0 , 223.66599999554455 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 489.33400000445545 ,0.0,3407, -0.0,10015,6608.0,0.0 ,63.36244647619077
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 102.0 ,0.0,3488, -0.0,10134,6646.0,0.0 ,63.37092857142855
900.0 , 900.0 , 1300.0 , 258.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3635, -0.0,10047,6412.0,0.0 ,63.40707738095237
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 933.0 ,0.0,3657, -0.0,10064,6407.0,0.0 ,63.450511904761896
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 840.0 ,0.0,3552, -0.0,9866,6314.0,0.0 ,63.42730357142856
900.0 , 900.0 , 1300.0 , 135.0 , 391.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3411, -0.0,9697,6286.0,0.0 ,63.410738095238095
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 961.0 ,0.0,3122, -0.0,9557,6435.0,0.0 ,63.45417261904761
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 426.0 ,0.0,2616, -0.0,9586,6970.0,0.0 ,63.42896428571429
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 567.0 ,0.0,2303, -0.0,9414,7111.0,0.0 ,63.44197023809524
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 230.0 ,0.0,2099, -0.0,8873,6774.0,0.0 ,63.444904761904766
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 204.0 ,0.0,1879, -0.0,8627,6748.0,0.0 ,63.47191071428572
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 762.0 ,0.0,1735, -0.0,9041,7306.0,0.0 ,63.50077380952383
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1865.0 ,0.0,1621, -0.0,8960,7339.0,0.0 ,63.489779761904764
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 344.91666666666663 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 608.0833333333334 ,0.0,1592, -0.0,8147,6555.0,0.0 ,63.4
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 332.91666666666663 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 608.0833333333334 ,0.0,1472, -0.0,7736,6264.0,0.0 ,63.4
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 394.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,1436, -0.0,7432,5996.0,0.0 ,63.4
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 257.0 ,0.0,1348, -0.0,7079,5731.0,0.0 ,63.44343452380953
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 320.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,1375, -0.0,7018,5643.0,0.0 ,63.46851190476192
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 399.0 ,0.0,1415, -0.0,7288,5873.0,0.0 ,63.51194642857144
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 774.0 ,0.0,1494, -0.0,7742,6248.0,0.0 ,63.52688095238096
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 181.0 ,0.0,1669, -0.0,8394,6725.0,0.0 ,63.51502976190477
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1436.0 ,0.0,2122, -0.0,9032,6910.0,0.0 ,63.54553571428573
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1286.0 ,0.0,2765, -0.0,9525,6760.0,0.0 ,63.48639880952383
900.0 , 900.0 , 1300.0 , 384.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3250, -0.0,9788,6538.0,0.0 ,63.437976190476206
900.0 , 900.0 , 1300.0 , 278.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3578, -0.0,10010,6432.0,0.0 ,63.48141071428574
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 294.16666666592937 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 725.8333333340706 ,0.0,3792, -0.0,10135,6343.0,0.0 ,63.52484523809526
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 412.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3931, -0.0,9945,6014.0,0.0 ,63.51643452380951
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 595.0 ,0.0,3903, -0.0,9972,6069.0,0.0 ,63.55986904761903
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 538.0 ,0.0,3752, -0.0,9764,6012.0,0.0 ,63.56080357142856
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 679.0 ,0.0,3395, -0.0,9548,6153.0,0.0 ,63.56580952380951
900.0 , 900.0 , 1300.0 , 135.0 , 391.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3133, -0.0,9419,6286.0,0.0 ,63.56074404761903
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 236.0 ,0.0,2621, -0.0,9401,6780.0,0.0 ,63.60417857142856
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1593.0 ,0.0,2071, -0.0,9138,7067.0,0.0 ,63.630755952380945
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 220.0 ,0.0,1871, -0.0,8635,6764.0,0.0 ,63.560404761904756
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1324.0 ,0.0,1640, -0.0,8438,6798.0,0.0 ,63.588125
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 823.0 ,0.0,1499, -0.0,8866,7367.0,0.0 ,63.53698809523809
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 911.0 ,0.0,1311, -0.0,8766,7455.0,0.0 ,63.521636904761905
900.0 , 900.0 , 1300.0 , 390.0 , 394.0 , 430.0 , 0.0 , 430.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 69.0 ,0.0,1354, -0.0,7967,6613.0,0.0 ,63.5
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 787.0 ,0.0,1241, -0.0,7502,6261.0,0.0 ,63.528130952380955
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 151.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 488.0 ,0.0,1186, -0.0,7148,5962.0,0.0 ,63.50497619047619
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 403.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,1161, -0.0,6736,5575.0,0.0 ,63.50317857142858
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 46.0 ,0.0,1192, -0.0,6561,5369.0,0.0 ,63.536238095238105
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 151.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 95.0 ,0.0,1159, -0.0,6577,5418.0,0.0 ,63.56601190476192
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 254.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,1190, -0.0,6616,5426.0,0.0 ,63.59228571428574
900.0 , 900.0 , 1300.0 , 135.0 , 137.0 , 383.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,1341, -0.0,6896,5555.0,0.0 ,63.62534523809526
900.0 , 900.0 , 1300.0 , 0.0 , 242.33333333255723 , 430.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 11.666666667442769 ,0.0,1842, -0.0,7426,5584.0,0.0 ,63.658404761904784
900.0 , 900.0 , 1300.0 , 0.0 , 167.0 , 430.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,2499, -0.0,7996,5497.0,0.0 ,63.69063095238092
900.0 , 900.0 , 1300.0 , 0.0 , 335.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3100, -0.0,8335,5235.0,0.0 ,63.723690476190455
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 85.0 ,0.0,3610, -0.0,8595,4985.0,0.0 ,63.756749999999975
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 94.0 ,0.0,3937, -0.0,8931,4994.0,0.0 ,63.78373809523807
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 331.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,4086, -0.0,8717,4631.0,0.0 ,63.81008333333331
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 276.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,4074, -0.0,8650,4576.0,0.0 ,63.843142857142844
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 219.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3969, -0.0,8488,4519.0,0.0 ,63.876202380952364
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 329.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3709, -0.0,8338,4629.0,0.0 ,63.90926190476189
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 2.0 ,-0.0,3384, -0.0,8286,4902.0,0.0 ,63.942321428571425
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 557.0 ,0.0,2829, -0.0,8286,5457.0,0.0 ,63.97523809523808
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 948.0 ,-0.0,2305, -0.0,8153,5848.0,0.0 ,63.9685119047619
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 819.0 ,-0.0,2114, -0.0,7833,5719.0,0.0 ,63.93385714285713
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 921.0 ,-0.0,1998, -0.0,7819,5821.0,0.0 ,63.90841666666665
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1503.0 ,-0.0,1983, -0.0,8386,6403.0,0.0 ,63.875690476190464
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 1488.0 ,0.0,1953, -0.0,8341,6388.0,0.0 ,63.801392857142844
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 719.0 ,0.0,1962, -0.0,7581,5619.0,0.0 ,63.72816666666667
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 601.0 ,-0.0,1670, -0.0,7171,5501.0,0.0 ,63.70986904761905
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 584.4999999998836 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 371.5000000001164 ,0.0,1569, -0.0,6825,5256.0,0.0 ,63.7
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 12.0 ,0.0,1517, -0.0,6429,4912.0,0.0 ,63.70652380952381
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 210.0 , 210.0 , 210.0 , 0.0 , 0.0 , 0.0 , 1005.0 ,0.0,1503, -0.0,6238,4735.0,0.0 ,63.73872619047619
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 419.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,1447, -0.0,6166,4719.0,0.0 ,63.7
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 342.0 , 600.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,1421, -0.0,6063,4642.0,0.0 ,63.73305952380953
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 210.0 , 210.0 , 210.0 , 0.0 , 0.0 , 0.0 , 824.0 ,0.0,1661, -0.0,6215,4554.0,0.0 ,63.76611904761905
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 210.0 , 210.0 , 210.0 , 0.0 , 0.0 , 0.0 , 877.0 ,0.0,2055, -0.0,6662,4607.0,0.0 ,63.740321428571434
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 210.0 , 351.9999999993015 , 600.0 , 0.0 , 0.0 , 0.0 , 356.0000000006985 ,0.0,2604, -0.0,7222,4618.0,0.0 ,63.710738095238106
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 210.0 , 587.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3152, -0.0,7649,4497.0,0.0 ,63.718369047619014
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 210.0 , 360.0 , 600.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,3719, -0.0,7989,4270.0,0.0 ,63.751428571428534
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 600.0 , 0.0 , 600.0 , 0.0 , 0.0 , 0.0 , 17.0 ,0.0,4055, -0.0,8372,4317.0,0.0 ,63.78448809523807
900.0 , 900.0 , 1300.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 210.0 , 0.0 , 599.0 , 0.0 , 0.0 , 0.0 , 0.0 ,0.0,4189, -0.0,8098,3909.0,0.0 ,63.81633333333331
